"","V1","V2","V3","V4","V5"
"mat_entry.48","Otu00001","Otu00039","-0.072791803501846","-0.0447305173863029","0.0280612861155431"
"mat_entry.49","Otu00001","Otu00044","-0.0459654777904477","-0.0458185468434783","0.000146930946969444"
"mat_entry.50","Otu00001","Otu00081","-0.0922353405761064","-0.0698536205898497","0.0223817199862566"
"mat_entry.51","Otu00001","Otu00275","0.295916036692328","0.24045952699606","0.0554565096962677"
"mat_entry.52","Otu00001","Otu00184","-0.0557660173396776","-0.038448017432273","0.0173179999074046"
"mat_entry.53","Otu00001","Otu00099","0.00916179965655813","-0.0370759239697002","0.0462377236262584"
"mat_entry.54","Otu00001","Otu00059","-0.0652480929162912","-0.0357342017115593","0.0295138912047319"
"mat_entry.55","Otu00001","Otu00040","-0.0872090860300556","-0.0633810039354877","0.0238280820945679"
"mat_entry.56","Otu00001","Otu00160","0.236078525407704","0.193983364249327","0.0420951611583769"
"mat_entry.57","Otu00001","Otu00010","-0.119758610005882","-0.0948319261320939","0.0249266838737881"
"mat_entry.58","Otu00001","Otu00512","-0.0153061854287343","-0.0143222633884041","0.00098392204033023"
"mat_entry.59","Otu00001","Otu00008","-0.0906589088552863","-0.0563493434121563","0.03430956544313"
"mat_entry.60","Otu00001","Otu00004","-0.111444024618559","-0.0632525513497113","0.048191473268848"
"mat_entry.61","Otu00001","Otu00107","-0.0281772267286144","-0.0146870173655482","0.0134902093630663"
"mat_entry.62","Otu00001","Otu00053","-0.0690392462323425","-0.0666459697054886","0.00239327652685395"
"mat_entry.63","Otu00001","Otu00078","-0.0375571117206385","-0.0291036877128042","0.00845342400783439"
"mat_entry.64","Otu00001","Otu00110","-0.0123360912714435","-0.0509778480424392","0.0386417567709957"
"mat_entry.65","Otu00001","Otu00091","-0.0430001293411491","-0.0370278429570947","0.00597228638405436"
"mat_entry.66","Otu00001","Otu00491","-0.0235749265483676","-0.0206716924716509","0.0029032340767167"
"mat_entry.67","Otu00001","Otu00069","-0.0689591505712684","-0.0415933186377488","0.0273658319335196"
"mat_entry.68","Otu00001","Otu00079","-0.0976107233877062","-0.0517831378570326","0.0458275855306737"
"mat_entry.69","Otu00001","Otu00037","-0.0957036795390767","-0.0549789514932117","0.040724728045865"
"mat_entry.70","Otu00001","Otu00029","-0.00677620590193283","-0.0117154240514252","0.00493921814949239"
"mat_entry.71","Otu00001","Otu00178","-0.0970968126982148","-0.0625637838060618","0.034533028892153"
"mat_entry.72","Otu00001","Otu00038","0.273376787189497","0.209206920156078","0.0641698670334189"
"mat_entry.73","Otu00001","Otu00041","-0.130141762374592","-0.0797484296241172","0.0503933327504751"
"mat_entry.74","Otu00001","Otu00092","-0.0546825406948746","-0.0161232977638977","0.038559242930977"
"mat_entry.75","Otu00001","Otu00234","0.686500027280721","0.637372165246079","0.0491278620346423"
"mat_entry.76","Otu00001","Otu00514","-0.0260088484282411","-0.0226711500584157","0.00333769836982539"
"mat_entry.77","Otu00001","Otu00058","-0.0942479396250075","-0.0636643943163635","0.030583545308644"
"mat_entry.78","Otu00001","Otu00047","0.0165064838614735","-0.00265072444274361","0.0191572083042172"
"mat_entry.79","Otu00001","Otu00067","-0.069607047570731","-0.0445611403457837","0.0250459072249472"
"mat_entry.80","Otu00001","Otu00043","-0.100868152094082","-0.0679283657306674","0.0329397863634145"
"mat_entry.81","Otu00001","Otu00085","-0.0988920273210864","-0.0658366763944488","0.0330553509266376"
"mat_entry.82","Otu00001","Otu00054","-0.0363427292068941","-0.0266060242014508","0.00973670500544326"
"mat_entry.83","Otu00001","Otu00122","-0.076349221147422","-0.0553139623124769","0.0210352588349451"
"mat_entry.84","Otu00001","Otu00068","0.0130113724954299","-0.0333649159006421","0.046376288396072"
"mat_entry.85","Otu00001","Otu00088","0.0626660243837452","0.0613008289296908","0.00136519545405445"
"mat_entry.86","Otu00001","Otu00126","-0.050151484719724","-0.0214818660368464","0.0286696186828776"
"mat_entry.87","Otu00001","Otu00096","-0.0784941676461163","-0.0504123473503561","0.0280818202957603"
"mat_entry.88","Otu00001","Otu00031","-0.101134144764577","-0.0733651610017819","0.0277689837627952"
"mat_entry.89","Otu00001","Otu00034","-0.0921885561743378","-0.0628863628325823","0.0293021933417555"
"mat_entry.90","Otu00001","Otu00131","-0.0913363589820874","-0.0540911033853329","0.0372452555967545"
"mat_entry.91","Otu00001","Otu00061","-0.13745046747749","-0.0937405792910581","0.0437098881864314"
"mat_entry.92","Otu00001","Otu00324","0.737978489700812","0.73328237892651","0.00469611077430188"
"mat_entry.93","Otu00001","Otu00285","0.00865308429234082","-0.0346352509532763","0.0432883352456171"
"mat_entry.94","Otu00001","Otu00045","-0.0740834622592095","-0.0572576997612097","0.0168257624979998"
"mat_entry.95","Otu00001","Otu00032","-0.0920350039455643","-0.0639102844971169","0.0281247194484474"
"mat_entry.96","Otu00001","Otu00120","-0.0527566692366556","-0.046820571222779","0.00593609801387654"
"mat_entry.97","Otu00001","Otu00264","-0.0803277399865749","-0.0583623404036292","0.0219653995829458"
"mat_entry.98","Otu00001","Otu00607","0.116303763186902","0.114425443908057","0.00187831927884501"
"mat_entry.99","Otu00057","Otu00023","0.543347704674445","0.483326691455168","0.060021013219277"
"mat_entry.100","Otu00057","Otu00002","0.0790216820903948","0.00830572399306272","0.0707159580973321"
"mat_entry.101","Otu00057","Otu00046","-0.0309004628873572","-0.0748921974402741","0.043991734552917"
"mat_entry.102","Otu00057","Otu00003","-0.122788397692398","-0.103084460644364","0.0197039370480347"
"mat_entry.103","Otu00057","Otu00213","0.420124727853744","0.36830359860349","0.0518211292502533"
"mat_entry.104","Otu00057","Otu00015","-0.0293408809368579","-0.0374314311533388","0.00809055021648097"
"mat_entry.105","Otu00057","Otu00007","-0.0327659899089941","-0.0171177553223342","0.0156482345866599"
"mat_entry.106","Otu00057","Otu00049","-0.117040632169421","-0.0984831736663436","0.0185574585030773"
"mat_entry.107","Otu00057","Otu00083","-0.0385418856670291","-0.0631541497674089","0.0246122641003798"
"mat_entry.108","Otu00057","Otu00203","-0.0485379285646914","-0.0505284972813202","0.0019905687166288"
"mat_entry.109","Otu00057","Otu00207","0.494325008835859","0.471315095722438","0.0230099131134206"
"mat_entry.110","Otu00057","Otu00018","-0.0251397542869474","-0.0171177553223342","0.00802199896461326"
"mat_entry.111","Otu00057","Otu00028","-0.0716441013707872","-0.0468437285559152","0.0248003728148719"
"mat_entry.112","Otu00057","Otu00013","-0.0980129587008833","-0.0947532782537913","0.00325968044709202"
"mat_entry.113","Otu00057","Otu00300","-0.0330908551874625","-0.0366131512424973","0.00352229605503487"
"mat_entry.114","Otu00057","Otu00033","-0.0607960616132236","-0.0589984899929118","0.00179757162031181"
"mat_entry.115","Otu00057","Otu00171","0.394997082262208","0.329518677140592","0.0654784051216159"
"mat_entry.116","Otu00057","Otu00073","-0.0423777806251267","-0.0692078099284837","0.026830029303357"
"mat_entry.117","Otu00057","Otu00108","-0.0212500828619046","-0.0601556005035238","0.0389055176416192"
"mat_entry.118","Otu00057","Otu00075","0.45447075261438","0.369817804525739","0.0846529480886408"
"mat_entry.119","Otu00057","Otu00014","-0.0740805360295484","-0.0588346021531258","0.0152459338764226"
"mat_entry.120","Otu00057","Otu00101","0.00368900620333755","-0.0493616541647183","0.0530506603680558"
"mat_entry.121","Otu00057","Otu00005","-0.0712767737075983","-0.0557569691345762","0.0155198045730221"
"mat_entry.122","Otu00057","Otu00027","-0.0530220502986693","-0.0606171111249208","0.00759506082625151"
"mat_entry.123","Otu00057","Otu00154","-0.029910521058264","-0.0652835312601449","0.0353730102018809"
"mat_entry.124","Otu00057","Otu00077","-0.0668742189601551","-0.0687263591867851","0.00185214022662994"
"mat_entry.125","Otu00057","Otu00036","-0.0437547908034872","-0.036360525141434","0.00739426566205317"
"mat_entry.126","Otu00057","Otu00035","0.0584563117502979","0.031324588532176","0.0271317232181219"
"mat_entry.127","Otu00057","Otu00006","-0.057320328537431","-0.0573603677607856","4.00392233545627e-05"
"mat_entry.128","Otu00057","Otu00050","0.0608387144608973","0.0663435589499448","0.00550484448904752"
"mat_entry.129","Otu00057","Otu00559","-0.0245428278723554","-0.0283815598292837","0.00383873195692837"
"mat_entry.130","Otu00057","Otu00056","-0.0461349051304926","-0.0555726080303893","0.00943770289989666"
"mat_entry.131","Otu00057","Otu00022","-0.0883280150839788","-0.0911574134347076","0.00282939835072882"
"mat_entry.132","Otu00057","Otu00009","-0.0604306910835738","-0.0567190701628792","0.00371162092069457"
"mat_entry.133","Otu00057","Otu00393","-0.0515188502635123","-0.0545761244830787","0.00305727421956638"
"mat_entry.134","Otu00057","Otu00024","-0.0436928065006038","-0.0256367230806099","0.0180560834199938"
"mat_entry.135","Otu00057","Otu00189","-0.0271732985778719","-0.0309420319100851","0.00376873333221312"
"mat_entry.136","Otu00057","Otu00012","-0.101136437988886","-0.0899923781787393","0.0111440598101465"
"mat_entry.137","Otu00057","Otu00011","-0.123653443618852","-0.111172294388998","0.0124811492298542"
"mat_entry.138","Otu00057","Otu00162","-0.0164245192013422","-0.0188902804639686","0.00246576126262641"
"mat_entry.139","Otu00057","Otu00346","-0.0420247061762903","-0.0432101304845339","0.00118542430824353"
"mat_entry.140","Otu00057","Otu00090","-0.0947962543997404","-0.0797465209931899","0.0150497334065505"
"mat_entry.141","Otu00057","Otu00111","-0.105744411121066","-0.112373830914794","0.00662941979372798"
"mat_entry.142","Otu00057","Otu00048","-0.0628000266385978","-0.0622034983369984","0.000596528301599342"
"mat_entry.143","Otu00057","Otu00194","-0.0439905576180207","-0.042660217480348","0.00133034013767272"
"mat_entry.144","Otu00057","Otu00119","-0.0428792878113024","-0.0472139089057987","0.00433462109449624"
"mat_entry.145","Otu00057","Otu00020","-0.0661114162540783","-0.0620820931109274","0.00402932314315092"
"mat_entry.146","Otu00057","Otu00039","-0.0675719174278036","-0.0579256131395067","0.00964630428829689"
"mat_entry.147","Otu00057","Otu00044","-0.0514926988215931","-0.0593346013896634","0.00784190256807028"
"mat_entry.148","Otu00057","Otu00081","-0.087161358371847","-0.0904598032644388","0.00329844489259179"
"mat_entry.149","Otu00057","Otu00275","-0.00316830633474863","-0.0208795239442189","0.0177112176094702"
"mat_entry.150","Otu00057","Otu00184","-0.0538726480787043","-0.0497898328456364","0.00408281523306786"
"mat_entry.151","Otu00057","Otu00099","-0.050274458448404","-0.0480129842923807","0.00226147415602336"
"mat_entry.152","Otu00057","Otu00059","-0.0650512019464948","-0.0462754661726029","0.018775735773892"
"mat_entry.153","Otu00057","Otu00040","-0.0785896837827896","-0.0820778235729695","0.00348813979017987"
"mat_entry.154","Otu00057","Otu00160","-0.0283832036370431","-0.0630930510567207","0.0347098474196776"
"mat_entry.155","Otu00057","Otu00010","-0.114637057477579","-0.122806481735086","0.00816942425750711"
"mat_entry.156","Otu00057","Otu00512","-0.0176800631266193","-0.018547200810444","0.000867137683824723"
"mat_entry.157","Otu00057","Otu00008","-0.090902318848094","-0.0729718871563351","0.0179304316917589"
"mat_entry.158","Otu00057","Otu00004","-0.103258092185308","-0.0819114786428139","0.0213466135424944"
"mat_entry.159","Otu00057","Otu00107","-0.0293131201858037","-0.0190195538929866","0.0102935662928171"
"mat_entry.160","Otu00057","Otu00053","-0.0970427014324377","-0.0975742596748399","0.000531558242402169"
"mat_entry.161","Otu00057","Otu00078","-0.0457537521779","-0.0376890108564034","0.00806474132149667"
"mat_entry.162","Otu00057","Otu00110","-0.0707747443480183","-0.0660158495125102","0.00475889483550807"
"mat_entry.163","Otu00057","Otu00091","-0.0419551459169625","-0.0479507198184089","0.00599557390144637"
"mat_entry.164","Otu00057","Otu00491","-0.0220411500865579","-0.0267696537178524","0.00472850363129444"
"mat_entry.165","Otu00057","Otu00069","-0.0698059749937073","-0.0538629692965778","0.0159430056971295"
"mat_entry.166","Otu00057","Otu00079","-0.093927857201817","-0.067058692497367","0.02686916470445"
"mat_entry.167","Otu00057","Otu00037","-0.0938342611928305","-0.0902439797962786","0.00359028139655193"
"mat_entry.168","Otu00057","Otu00029","-0.019395404587696","-0.0151713675812731","0.00422403700642287"
"mat_entry.169","Otu00057","Otu00178","-0.0854019738820832","-0.0810195309389246","0.00438244294315868"
"mat_entry.170","Otu00057","Otu00038","-0.0507195227457429","-0.0855375035681413","0.0348179808223985"
"mat_entry.171","Otu00057","Otu00041","-0.123049826803282","-0.103273490959091","0.019776335844192"
"mat_entry.172","Otu00057","Otu00092","-0.0555908300371807","-0.0208795239442189","0.0347113060929619"
"mat_entry.173","Otu00057","Otu00234","0.0914514447543052","0.0347634371089452","0.05668800764536"
"mat_entry.174","Otu00057","Otu00514","-0.0258901786395608","-0.0293589331053351","0.00346875446577432"
"mat_entry.175","Otu00057","Otu00058","-0.0996879476411054","-0.0824448115384406","0.0172431361026648"
"mat_entry.176","Otu00057","Otu00047","-0.0383159488285387","-0.0273266980594486","0.01098925076909"
"mat_entry.177","Otu00057","Otu00067","-0.0755744580705637","-0.0577062714127144","0.0178681866578493"
"mat_entry.178","Otu00057","Otu00043","-0.0835894187770289","-0.0879666157342159","0.00437719695718691"
"mat_entry.179","Otu00057","Otu00085","-0.0917719447981964","-0.0852578970701448","0.00651404772805152"
"mat_entry.180","Otu00057","Otu00054","-0.0631055826331376","-0.0529869359367611","0.0101186466963765"
"mat_entry.181","Otu00057","Otu00122","-0.0908566897378076","-0.0836827523193539","0.00717393741845368"
"mat_entry.182","Otu00057","Otu00068","-0.0415882086619069","-0.043207262598858","0.00161905393695113"
"mat_entry.183","Otu00057","Otu00088","-0.0239218843000983","-0.020372889026546","0.00354899527355231"
"mat_entry.184","Otu00057","Otu00126","-0.0527222112709813","-0.0278188211153156","0.0249033901556657"
"mat_entry.185","Otu00057","Otu00096","-0.0822831332186653","-0.0652835312601449","0.0169996019585204"
"mat_entry.186","Otu00057","Otu00031","-0.0947675618205734","-0.0950072161563722","0.000239654335798797"
"mat_entry.187","Otu00057","Otu00034","-0.0902645190888956","-0.0814372678440396","0.00882725124485595"
"mat_entry.188","Otu00057","Otu00131","-0.0780982691430035","-0.0700474868629018","0.00805078228010163"
"mat_entry.189","Otu00057","Otu00061","-0.121613406720659","-0.121393197503006","0.000220209217653755"
"mat_entry.190","Otu00057","Otu00324","0.0453863725015273","-0.00073585384341691","0.0461222263449442"
"mat_entry.191","Otu00057","Otu00285","-0.0486492915745769","-0.0448523349368537","0.00379695663772329"
"mat_entry.192","Otu00057","Otu00045","-0.0761376333084764","-0.0741482003658083","0.00198943294266805"
"mat_entry.193","Otu00057","Otu00032","-0.0936852744291383","-0.0827632370858609","0.0109220373432773"
"mat_entry.194","Otu00057","Otu00120","-0.0561557248232396","-0.060632213846288","0.00447648902304836"
"mat_entry.195","Otu00057","Otu00264","-0.0673404266704817","-0.0755786999497581","0.0082382732792765"
"mat_entry.196","Otu00057","Otu00607","-0.0261004034751998","-0.0361363758529678","0.0100359723777681"
"mat_entry.197","Otu00023","Otu00002","0.107705517368075","0.0190891908440423","0.0886163265240332"
"mat_entry.198","Otu00023","Otu00046","0.00319361084139727","-0.0392041233279158","0.0423977341693131"
"mat_entry.199","Otu00023","Otu00003","0.0660079409036356","0.0894310313863679","0.0234230904827322"
"mat_entry.200","Otu00023","Otu00213","0.45014766225541","0.36866592928068","0.0814817329747298"
"mat_entry.201","Otu00023","Otu00015","0.00537378198966522","-0.000612054741773393","0.00598583673143861"
"mat_entry.202","Otu00023","Otu00007","-0.0342998552202828","-0.0201526956179022","0.0141471596023806"
"mat_entry.203","Otu00023","Otu00049","-0.0669468510691337","-0.0725261664898361","0.00557931542070243"
"mat_entry.204","Otu00023","Otu00083","-0.00449805222982798","-0.059388264771143","0.054890212541315"
"mat_entry.205","Otu00023","Otu00203","-0.0474424308974638","-0.0594870884976284","0.0120446576001646"
"mat_entry.206","Otu00023","Otu00207","0.574667547719068","0.515814341110119","0.0588532066089492"
"mat_entry.207","Otu00023","Otu00018","0.0511831894669838","0.0419497952185151","0.00923339424846876"
"mat_entry.208","Otu00023","Otu00028","-0.040364846350631","-0.0386693033039579","0.0016955430466731"
"mat_entry.209","Otu00023","Otu00013","0.156890458454567","0.165766874009626","0.00887641555505903"
"mat_entry.210","Otu00023","Otu00300","-0.0413769594322162","-0.0431045822719267","0.00172762283971051"
"mat_entry.211","Otu00023","Otu00033","-0.0550182818365081","-0.0570053219234348","0.00198704008692668"
"mat_entry.212","Otu00023","Otu00171","0.572869084362057","0.540744536240095","0.0321245481219625"
"mat_entry.213","Otu00023","Otu00073","0.0112369174336537","-0.035377716627751","0.0466146340614047"
"mat_entry.214","Otu00023","Otu00108","0.181137571079893","0.124723748455791","0.0564138226241022"
"mat_entry.215","Otu00023","Otu00075","0.35839856164056","0.285079182113563","0.0733193795269962"
"mat_entry.216","Otu00023","Otu00014","-0.0924934887247602","-0.0692658474587097","0.0232276412660505"
"mat_entry.217","Otu00023","Otu00101","0.0374433877845495","-0.0303845425185512","0.0678279303031007"
"mat_entry.218","Otu00023","Otu00005","0.0255558769246455","0.00904689085319164","0.0165089860714539"
"mat_entry.219","Otu00023","Otu00027","0.456824000742076","0.453728090686216","0.00309591005586002"
"mat_entry.220","Otu00023","Otu00154","-0.00202527544202834","-0.0619972392346146","0.0599719637925863"
"mat_entry.221","Otu00023","Otu00077","-0.0852358258915108","-0.0809113912155763","0.00432443467593457"
"mat_entry.222","Otu00023","Otu00036","-0.0548112599371446","-0.0428071661198672","0.0120040938172775"
"mat_entry.223","Otu00023","Otu00035","0.0814338468820204","0.052685195734827","0.0287486511471934"
"mat_entry.224","Otu00023","Otu00006","-0.0680170580577411","-0.0618868180631124","0.0061302399946287"
"mat_entry.225","Otu00023","Otu00050","0.0122688760682291","-0.00252448247792269","0.0147933585461518"
"mat_entry.226","Otu00023","Otu00559","-0.0295394738005649","-0.0334135478414375","0.00387407404087261"
"mat_entry.227","Otu00023","Otu00056","-0.0144134382689794","-0.043431138054532","0.0290176997855526"
"mat_entry.228","Otu00023","Otu00022","0.212672711610051","0.179300446277804","0.0333722653322469"
"mat_entry.229","Otu00023","Otu00009","-0.0764900261491095","-0.0667752363086748","0.00971478984043471"
"mat_entry.230","Otu00023","Otu00393","-0.0650984646391621","-0.0642523510823408","0.000846113556821335"
"mat_entry.231","Otu00023","Otu00024","0.0493301522515456","0.0156069614013751","0.0337231908501705"
"mat_entry.232","Otu00023","Otu00189","0.430517034683114","0.425426836261176","0.00509019842193803"
"mat_entry.233","Otu00023","Otu00012","0.0340895513969352","0.0449624272226197","0.0108728758256846"
"mat_entry.234","Otu00023","Otu00011","-0.0995221113876847","-0.106062689656102","0.00654057826841753"
"mat_entry.235","Otu00023","Otu00162","0.030847815719685","0.010625268738752","0.020222546980933"
"mat_entry.236","Otu00023","Otu00346","-0.0525651507465875","-0.0508711913955494","0.00169395935103813"
"mat_entry.237","Otu00023","Otu00090","0.298875754041654","0.325817122255297","0.0269413682136431"
"mat_entry.238","Otu00023","Otu00111","-0.133659572111685","-0.132297463493283","0.0013621086184023"
"mat_entry.239","Otu00023","Otu00048","-0.0260617406822561","-0.0317972457110713","0.00573550502881512"
"mat_entry.240","Otu00023","Otu00194","-0.0562418532413008","-0.0502237800275867","0.00601807321371411"
"mat_entry.241","Otu00023","Otu00119","-0.0548207169828786","-0.0555848309076179","0.000764113924739275"
"mat_entry.242","Otu00023","Otu00020","-0.0821402844361758","-0.0730891114067039","0.00905117302947188"
"mat_entry.243","Otu00023","Otu00039","-0.0360659574241288","-0.0441783630382806","0.00811240561415185"
"mat_entry.244","Otu00023","Otu00044","0.179646829960487","0.198794251657607","0.0191474216971201"
"mat_entry.245","Otu00023","Otu00081","-0.109652805334508","-0.106498127033338","0.00315467830116958"
"mat_entry.246","Otu00023","Otu00275","0.00979674990868119","-0.0124614130516219","0.0222581629603031"
"mat_entry.247","Otu00023","Otu00184","-0.0660191567597166","-0.0586174604853223","0.00740169627439431"
"mat_entry.248","Otu00023","Otu00099","-0.0637193501930027","-0.0565255805992865","0.0071937695937162"
"mat_entry.249","Otu00023","Otu00059","-0.0377930087347623","-0.0345824718944718","0.00321053684029052"
"mat_entry.250","Otu00023","Otu00040","-0.0298422526129152","-0.0459449573493407","0.0161027047364255"
"mat_entry.251","Otu00023","Otu00160","0.000968454068259329","-0.0584360047668051","0.0594044588350644"
"mat_entry.252","Otu00023","Otu00010","-0.0201566903052641","-0.0157499079658415","0.0044067823394226"
"mat_entry.253","Otu00023","Otu00512","-0.0207227326692193","-0.0218355786409277","0.0011128459717084"
"mat_entry.254","Otu00023","Otu00008","0.0961325084232098","0.10075372790385","0.00462121948063988"
"mat_entry.255","Otu00023","Otu00004","-0.0507064106282841","-0.0380426352665525","0.0126637753617316"
"mat_entry.256","Otu00023","Otu00107","-0.0355919524032543","-0.0223916788840617","0.0132002735191926"
"mat_entry.257","Otu00023","Otu00053","-0.0309879104260991","-0.0400674114099718","0.00907950098387271"
"mat_entry.258","Otu00023","Otu00078","-0.0554935332727132","-0.0443711894244635","0.0111223438482497"
"mat_entry.259","Otu00023","Otu00110","-0.0877538378255063","-0.0777203141493111","0.0100335236761952"
"mat_entry.260","Otu00023","Otu00091","0.337939759318878","0.361059353516402","0.0231195941975242"
"mat_entry.261","Otu00023","Otu00491","-0.0271307801214349","-0.0315158543286713","0.00438507420723642"
"mat_entry.262","Otu00023","Otu00069","0.248406691408982","0.303962876217026","0.0555561848080437"
"mat_entry.263","Otu00023","Otu00079","-0.11830493698009","-0.0789480508972281","0.0393568860828617"
"mat_entry.264","Otu00023","Otu00037","-0.117059692891311","-0.106244038539892","0.0108156543514188"
"mat_entry.265","Otu00023","Otu00029","-0.0247131951025791","-0.0178612176196835","0.00685197748289564"
"mat_entry.266","Otu00023","Otu00178","-0.109138016777165","-0.095384115228416","0.0137539015487487"
"mat_entry.267","Otu00023","Otu00038","-0.0182729353562315","-0.0584458973926038","0.0401729620363723"
"mat_entry.268","Otu00023","Otu00041","-0.151723579292869","-0.121583653318216","0.0301399259746527"
"mat_entry.269","Otu00023","Otu00092","-0.0683956979520305","-0.0245814175264871","0.0438142804255434"
"mat_entry.270","Otu00023","Otu00234","0.106775551241064","0.0507192721235567","0.0560562791175071"
"mat_entry.271","Otu00023","Otu00514","-0.0318806660643851","-0.0345642072454562","0.00268354118107104"
"mat_entry.272","Otu00023","Otu00058","0.045582235164628","0.0672231465973149","0.0216409114326869"
"mat_entry.273","Otu00023","Otu00047","-0.030756386051723","-0.0208413639852252","0.00991502206649786"
"mat_entry.274","Otu00023","Otu00067","-0.091467655985747","-0.0679374661645709","0.0235301898211761"
"mat_entry.275","Otu00023","Otu00043","-0.106598408434479","-0.103562902848344","0.00303550558613538"
"mat_entry.276","Otu00023","Otu00085","-0.114850696006433","-0.100373934334445","0.0144767616719881"
"mat_entry.277","Otu00023","Otu00054","-0.0782547133099606","-0.0623814029089194","0.0158733104010412"
"mat_entry.278","Otu00023","Otu00122","-0.110847771273374","-0.0928047438184655","0.0180430274549082"
