"","Correlation features","Correlation Value"
"59","Otu00154 ~~ Otu00083","0.895267753480146"
"60","Otu00056 ~~ Otu00083","0.723201660766784"
"61","Otu00275 ~~ Otu00083","0.569127354271322"
"62","Otu00160 ~~ Otu00083","0.81561514929021"
"63","Otu00038 ~~ Otu00083","0.799425303346613"
"64","Otu00203 ~~ Otu00203","1"
"65","Otu00023 ~~ Otu00207","0.515814341110119"
"66","Otu00207 ~~ Otu00207","1"
"67","Otu00018 ~~ Otu00018","1"
"68","Otu00028 ~~ Otu00018","0.618442888744457"
"69","Otu00005 ~~ Otu00018","0.691147575229867"
"70","Otu00056 ~~ Otu00018","0.546393943336437"
"71","Otu00024 ~~ Otu00018","0.87015760521468"
"72","Otu00162 ~~ Otu00018","0.755388078035954"
"73","Otu00078 ~~ Otu00018","0.787908773967812"
"74","Otu00029 ~~ Otu00018","0.959946171837252"
"75","Otu00054 ~~ Otu00018","0.658729791012653"
"76","Otu00126 ~~ Otu00018","0.507902960346527"
"77","Otu00018 ~~ Otu00028","0.618442888744457"
"78","Otu00028 ~~ Otu00028","1"
"79","Otu00014 ~~ Otu00028","0.576825654511697"
"80","Otu00005 ~~ Otu00028","0.672450244226282"
"81","Otu00024 ~~ Otu00028","0.691803479433683"
"82","Otu00162 ~~ Otu00028","0.540818739397633"
"83","Otu00078 ~~ Otu00028","0.515659306378981"
"84","Otu00079 ~~ Otu00028","0.548617959123979"
"85","Otu00029 ~~ Otu00028","0.716915914816716"
"86","Otu00041 ~~ Otu00028","0.527529014061687"
"87","Otu00067 ~~ Otu00028","0.597301515595374"
"88","Otu00054 ~~ Otu00028","0.654635882622366"
"89","Otu00126 ~~ Otu00028","0.662972687866561"
"90","Otu00096 ~~ Otu00028","0.621862669655156"
"91","Otu00013 ~~ Otu00013","1"
"92","Otu00108 ~~ Otu00013","0.611743818987379"
"93","Otu00027 ~~ Otu00013","0.60557309064043"
"94","Otu00022 ~~ Otu00013","0.510096394617601"
"95","Otu00044 ~~ Otu00013","0.590661802640014"
"96","Otu00045 ~~ Otu00013","0.554003938329628"
"97","Otu00300 ~~ Otu00300","1"
"98","Otu00491 ~~ Otu00300","0.673714377306586"
"99","Otu00033 ~~ Otu00033","1"
"100","Otu00023 ~~ Otu00171","0.540744536240095"
"101","Otu00171 ~~ Otu00171","1"
"102","Otu00046 ~~ Otu00073","0.883823604526671"
"103","Otu00083 ~~ Otu00073","0.79872953256607"
"104","Otu00073 ~~ Otu00073","1"
"105","Otu00101 ~~ Otu00073","0.758221084937443"
"106","Otu00154 ~~ Otu00073","0.823948748895282"
"107","Otu00056 ~~ Otu00073","0.690514483126793"
"108","Otu00160 ~~ Otu00073","0.785197594109499"
"109","Otu00038 ~~ Otu00073","0.786131537681366"
"110","Otu00088 ~~ Otu00073","0.52436791688178"
"111","Otu00013 ~~ Otu00108","0.611743818987379"
"112","Otu00108 ~~ Otu00108","1"
"113","Otu00027 ~~ Otu00108","0.662087074927953"
"114","Otu00022 ~~ Otu00108","0.737707326202263"
"115","Otu00012 ~~ Otu00108","0.56964128344273"
"116","Otu00044 ~~ Otu00108","0.804953102474713"
"117","Otu00031 ~~ Otu00108","0.743190733123103"
"118","Otu00045 ~~ Otu00108","0.687641065561193"
"119","Otu00075 ~~ Otu00075","1"
"120","Otu00003 ~~ Otu00014","0.547020978351078"
"121","Otu00049 ~~ Otu00014","0.55522834755913"
"122","Otu00028 ~~ Otu00014","0.576825654511697"
"123","Otu00014 ~~ Otu00014","1"
"124","Otu00559 ~~ Otu00014","0.587165192966641"
"125","Otu00011 ~~ Otu00014","0.716881230718409"
"126","Otu00020 ~~ Otu00014","0.56559847971803"
"127","Otu00081 ~~ Otu00014","0.506762851326168"
"128","Otu00059 ~~ Otu00014","0.563945793625454"
"129","Otu00010 ~~ Otu00014","0.508090712183191"
"130","Otu00512 ~~ Otu00014","0.589108301965459"
"131","Otu00008 ~~ Otu00014","0.621228720622216"
"132","Otu00004 ~~ Otu00014","0.561791840006589"
"133","Otu00079 ~~ Otu00014","0.69532798849426"
"134","Otu00041 ~~ Otu00014","0.671315661501757"
"135","Otu00058 ~~ Otu00014","0.599354842943911"
"136","Otu00067 ~~ Otu00014","0.816215182799005"
"137","Otu00096 ~~ Otu00014","0.672088714592294"
"138","Otu00034 ~~ Otu00014","0.695349574086723"
"139","Otu00131 ~~ Otu00014","0.551371828484568"
"140","Otu00061 ~~ Otu00014","0.518844750615396"
"141","Otu00032 ~~ Otu00014","0.706976757128721"
"142","Otu00046 ~~ Otu00101","0.78111980802607"
"143","Otu00083 ~~ Otu00101","0.838206550883927"
"144","Otu00073 ~~ Otu00101","0.758221084937443"
"145","Otu00101 ~~ Otu00101","1"
"146","Otu00154 ~~ Otu00101","0.865747833733015"
"147","Otu00056 ~~ Otu00101","0.67547882431984"
"148","Otu00275 ~~ Otu00101","0.751260494406545"
"149","Otu00160 ~~ Otu00101","0.683631830177404"
"150","Otu00038 ~~ Otu00101","0.734644949677605"
"151","Otu00018 ~~ Otu00005","0.691147575229867"
"152","Otu00028 ~~ Otu00005","0.672450244226282"
"153","Otu00005 ~~ Otu00005","1"
"154","Otu00024 ~~ Otu00005","0.628046820980678"
"155","Otu00012 ~~ Otu00005","0.578845110952039"
"156","Otu00162 ~~ Otu00005","0.754296328766508"
"157","Otu00029 ~~ Otu00005","0.64834990205123"
"158","Otu00054 ~~ Otu00005","0.60192741057401"
"159","Otu00126 ~~ Otu00005","0.592057290513045"
"160","Otu00045 ~~ Otu00005","0.634748022316052"
"161","Otu00013 ~~ Otu00027","0.60557309064043"
"162","Otu00108 ~~ Otu00027","0.662087074927953"
"163","Otu00027 ~~ Otu00027","1"
"164","Otu00022 ~~ Otu00027","0.636311453745376"
"165","Otu00189 ~~ Otu00027","0.691626181432678"
"166","Otu00090 ~~ Otu00027","0.597103774889829"
"167","Otu00044 ~~ Otu00027","0.670094378118155"
"168","Otu00091 ~~ Otu00027","0.641388447761594"
"169","Otu00069 ~~ Otu00027","0.614102487756478"
"170","Otu00031 ~~ Otu00027","0.520337798941707"
"171","Otu00046 ~~ Otu00154","0.893154747061745"
"172","Otu00083 ~~ Otu00154","0.895267753480146"
"173","Otu00073 ~~ Otu00154","0.823948748895282"
"174","Otu00101 ~~ Otu00154","0.865747833733015"
"175","Otu00154 ~~ Otu00154","1"
"176","Otu00056 ~~ Otu00154","0.743965512083415"
"177","Otu00275 ~~ Otu00154","0.579811435576254"
"178","Otu00160 ~~ Otu00154","0.814345626120445"
"179","Otu00038 ~~ Otu00154","0.797137241030311"
"180","Otu00077 ~~ Otu00077","1"
"181","Otu00036 ~~ Otu00077","0.520746275151456"
"182","Otu00006 ~~ Otu00077","0.57175332587649"
"183","Otu00119 ~~ Otu00077","0.604126258672981"
"184","Otu00099 ~~ Otu00077","0.535502116950491"
"185","Otu00068 ~~ Otu00077","0.504692327504859"
"186","Otu00077 ~~ Otu00036","0.520746275151456"
"187","Otu00036 ~~ Otu00036","1"
"188","Otu00006 ~~ Otu00036","0.627140599517647"
"189","Otu00119 ~~ Otu00036","0.51762845257436"
"190","Otu00099 ~~ Otu00036","0.580514925096415"
"191","Otu00001 ~~ Otu00035","0.630893493334769"
"192","Otu00035 ~~ Otu00035","1"
"193","Otu00077 ~~ Otu00006","0.57175332587649"
"194","Otu00036 ~~ Otu00006","0.627140599517647"
"195","Otu00006 ~~ Otu00006","1"
"196","Otu00009 ~~ Otu00006","0.807914092973583"
"197","Otu00194 ~~ Otu00006","0.715616928209186"
"198","Otu00119 ~~ Otu00006","0.798348325582301"
"199","Otu00099 ~~ Otu00006","0.81653566398298"
"200","Otu00110 ~~ Otu00006","0.657589102188659"
"201","Otu00068 ~~ Otu00006","0.591709130921627"
"202","Otu00285 ~~ Otu00006","0.696856821358057"
"203","Otu00050 ~~ Otu00050","1"
"204","Otu00014 ~~ Otu00559","0.587165192966641"
"205","Otu00559 ~~ Otu00559","1"
"206","Otu00346 ~~ Otu00559","0.672565533354201"
"207","Otu00020 ~~ Otu00559","0.607326216913601"
"208","Otu00059 ~~ Otu00559","0.727768822836031"
"209","Otu00512 ~~ Otu00559","0.914715058372663"
"210","Otu00514 ~~ Otu00559","0.521134495522755"
"211","Otu00058 ~~ Otu00559","0.540123105497715"
"212","Otu00067 ~~ Otu00559","0.561891775600456"
"213","Otu00034 ~~ Otu00559","0.515209379884117"
"214","Otu00032 ~~ Otu00559","0.632777755477866"
"215","Otu00046 ~~ Otu00056","0.736093831467494"
"216","Otu00083 ~~ Otu00056","0.723201660766784"
"217","Otu00018 ~~ Otu00056","0.546393943336437"
"218","Otu00073 ~~ Otu00056","0.690514483126793"
"219","Otu00101 ~~ Otu00056","0.67547882431984"
"220","Otu00154 ~~ Otu00056","0.743965512083415"
"221","Otu00056 ~~ Otu00056","1"
"222","Otu00160 ~~ Otu00056","0.721592552705658"
"223","Otu00029 ~~ Otu00056","0.555406039125777"
"224","Otu00038 ~~ Otu00056","0.885106646003793"
"225","Otu00003 ~~ Otu00022","0.560182917438916"
"226","Otu00013 ~~ Otu00022","0.510096394617601"
"227","Otu00108 ~~ Otu00022","0.737707326202263"
"228","Otu00027 ~~ Otu00022","0.636311453745376"
"229","Otu00022 ~~ Otu00022","1"
"230","Otu00012 ~~ Otu00022","0.573906241711092"
"231","Otu00044 ~~ Otu00022","0.758008370959615"
"232","Otu00031 ~~ Otu00022","0.729192763482763"
"233","Otu00045 ~~ Otu00022","0.518947219105738"
"234","Otu00006 ~~ Otu00009","0.807914092973583"
"235","Otu00009 ~~ Otu00009","1"
"236","Otu00194 ~~ Otu00009","0.699645404148552"
"237","Otu00119 ~~ Otu00009","0.761935530096732"
"238","Otu00099 ~~ Otu00009","0.872727395553259"
"239","Otu00110 ~~ Otu00009","0.670323757230822"
"240","Otu00068 ~~ Otu00009","0.769051091523598"
"241","Otu00285 ~~ Otu00009","0.739128788322569"
"242","Otu00393 ~~ Otu00393","1"
"243","Otu00018 ~~ Otu00024","0.87015760521468"
"244","Otu00028 ~~ Otu00024","0.691803479433683"
"245","Otu00005 ~~ Otu00024","0.628046820980678"
"246","Otu00024 ~~ Otu00024","1"
"247","Otu00162 ~~ Otu00024","0.669941747919782"
"248","Otu00078 ~~ Otu00024","0.740564368367138"
"249","Otu00029 ~~ Otu00024","0.906977144957231"
"250","Otu00054 ~~ Otu00024","0.615855576107009"
"251","Otu00126 ~~ Otu00024","0.602255400360384"
"252","Otu00027 ~~ Otu00189","0.691626181432678"
"253","Otu00189 ~~ Otu00189","1"
"254","Otu00090 ~~ Otu00189","0.63845082109655"
"255","Otu00069 ~~ Otu00189","0.740606635931681"
"256","Otu00003 ~~ Otu00012","0.525542344832705"
"257","Otu00108 ~~ Otu00012","0.56964128344273"
"258","Otu00005 ~~ Otu00012","0.578845110952039"
"259","Otu00022 ~~ Otu00012","0.573906241711092"
"260","Otu00012 ~~ Otu00012","1"
"261","Otu00011 ~~ Otu00012","0.596518029997604"
"262","Otu00044 ~~ Otu00012","0.57785677444107"
"263","Otu00059 ~~ Otu00012","0.545886868796646"
"264","Otu00008 ~~ Otu00012","0.57168151318011"
"265","Otu00053 ~~ Otu00012","0.548191188165788"
"266","Otu00067 ~~ Otu00012","0.50053468344336"
"267","Otu00031 ~~ Otu00012","0.596086317911552"
"268","Otu00045 ~~ Otu00012","0.713561980043969"
"269","Otu00032 ~~ Otu00012","0.534066734566876"
"270","Otu00003 ~~ Otu00011","0.717529573384973"
"271","Otu00049 ~~ Otu00011","0.691536240647384"
"272","Otu00014 ~~ Otu00011","0.716881230718409"
"273","Otu00012 ~~ Otu00011","0.596518029997604"
"274","Otu00011 ~~ Otu00011","1"
"275","Otu00039 ~~ Otu00011","0.567872653262693"
"276","Otu00059 ~~ Otu00011","0.540574335571888"
"277","Otu00040 ~~ Otu00011","0.503807006079154"
"278","Otu00010 ~~ Otu00011","0.654786602978736"
"279","Otu00008 ~~ Otu00011","0.662112136350146"
"280","Otu00004 ~~ Otu00011","0.676914394969762"
"281","Otu00053 ~~ Otu00011","0.590704755192076"
"282","Otu00079 ~~ Otu00011","0.584378506562423"
"283","Otu00178 ~~ Otu00011","0.513119798445971"
"284","Otu00041 ~~ Otu00011","0.560976227286186"
"285","Otu00058 ~~ Otu00011","0.504200892871688"
"286","Otu00067 ~~ Otu00011","0.679382904846521"
"287","Otu00031 ~~ Otu00011","0.549600415661357"
"288","Otu00034 ~~ Otu00011","0.606843847423192"
"289","Otu00131 ~~ Otu00011","0.511991591655771"
"290","Otu00032 ~~ Otu00011","0.60848359000835"
"291","Otu00018 ~~ Otu00162","0.755388078035954"
"292","Otu00028 ~~ Otu00162","0.540818739397633"
"293","Otu00005 ~~ Otu00162","0.754296328766508"
"294","Otu00024 ~~ Otu00162","0.669941747919782"
"295","Otu00162 ~~ Otu00162","1"
"296","Otu00078 ~~ Otu00162","0.581643650496781"
"297","Otu00029 ~~ Otu00162","0.725836888151601"
"298","Otu00054 ~~ Otu00162","0.660313146090552"
"299","Otu00559 ~~ Otu00346","0.672565533354201"
"300","Otu00346 ~~ Otu00346","1"
"301","Otu00059 ~~ Otu00346","0.60902269732959"
"302","Otu00512 ~~ Otu00346","0.672652880850151"
"303","Otu00003 ~~ Otu00090","0.51366346752374"
"304","Otu00027 ~~ Otu00090","0.597103774889829"
"305","Otu00189 ~~ Otu00090","0.63845082109655"
"306","Otu00090 ~~ Otu00090","1"
"307","Otu00069 ~~ Otu00090","0.732207122406834"
"308","Otu00058 ~~ Otu00090","0.527767720465626"
"309","Otu00111 ~~ Otu00111","1"
"310","Otu00048 ~~ Otu00048","1"
"311","Otu00006 ~~ Otu00194","0.715616928209186"
"312","Otu00009 ~~ Otu00194","0.699645404148552"
"313","Otu00194 ~~ Otu00194","1"
"314","Otu00119 ~~ Otu00194","0.504103100586197"
"315","Otu00099 ~~ Otu00194","0.558501062067802"
"316","Otu00110 ~~ Otu00194","0.564179270071419"
"317","Otu00077 ~~ Otu00119","0.604126258672981"
"318","Otu00036 ~~ Otu00119","0.51762845257436"
"319","Otu00006 ~~ Otu00119","0.798348325582301"
"320","Otu00009 ~~ Otu00119","0.761935530096732"
"321","Otu00194 ~~ Otu00119","0.504103100586197"
"322","Otu00119 ~~ Otu00119","1"
"323","Otu00099 ~~ Otu00119","0.814615910071879"
"324","Otu00068 ~~ Otu00119","0.697118535409516"
"325","Otu00285 ~~ Otu00119","0.663107086922038"
"326","Otu00014 ~~ Otu00020","0.56559847971803"
"327","Otu00559 ~~ Otu00020","0.607326216913601"
"328","Otu00020 ~~ Otu00020","1"
"329","Otu00512 ~~ Otu00020","0.643175773130714"
"330","Otu00003 ~~ Otu00039","0.555986289747506"
"331","Otu00049 ~~ Otu00039","0.622113795593203"
"332","Otu00011 ~~ Otu00039","0.567872653262693"
"333","Otu00039 ~~ Otu00039","1"
"334","Otu00004 ~~ Otu00039","0.598133720516093"
"335","Otu00053 ~~ Otu00039","0.575257686309148"
"336","Otu00079 ~~ Otu00039","0.507352205960734"
"337","Otu00003 ~~ Otu00044","0.502608729870709"
"338","Otu00013 ~~ Otu00044","0.590661802640014"
"339","Otu00108 ~~ Otu00044","0.804953102474713"
"340","Otu00027 ~~ Otu00044","0.670094378118155"
"341","Otu00022 ~~ Otu00044","0.758008370959615"
"342","Otu00012 ~~ Otu00044","0.57785677444107"
"343","Otu00044 ~~ Otu00044","1"
"344","Otu00091 ~~ Otu00044","0.720507470958937"
"345","Otu00031 ~~ Otu00044","0.748240579150005"
"346","Otu00045 ~~ Otu00044","0.551779003199224"
"347","Otu00014 ~~ Otu00081","0.506762851326168"
"348","Otu00081 ~~ Otu00081","1"
"349","Otu00040 ~~ Otu00081","0.505863221945934"
"350","Otu00010 ~~ Otu00081","0.646908215801357"
"351","Otu00085 ~~ Otu00081","0.612583178805407"
"352","Otu00034 ~~ Otu00081","0.75266968989442"
"353","Otu00131 ~~ Otu00081","0.505404043373879"
"354","Otu00032 ~~ Otu00081","0.568539794762403"
"355","Otu00264 ~~ Otu00081","0.585680066067339"
"356","Otu00083 ~~ Otu00275","0.569127354271322"
"357","Otu00101 ~~ Otu00275","0.751260494406545"
"358","Otu00154 ~~ Otu00275","0.579811435576254"
"359","Otu00275 ~~ Otu00275","1"
"360","Otu00607 ~~ Otu00275","0.659500295216942"
"361","Otu00184 ~~ Otu00184","1"
"362","Otu00079 ~~ Otu00184","0.525705386104843"
"363","Otu00077 ~~ Otu00099","0.535502116950491"
"364","Otu00036 ~~ Otu00099","0.580514925096415"
"365","Otu00006 ~~ Otu00099","0.81653566398298"
"366","Otu00009 ~~ Otu00099","0.872727395553259"
"367","Otu00194 ~~ Otu00099","0.558501062067802"
"368","Otu00119 ~~ Otu00099","0.814615910071879"
"369","Otu00099 ~~ Otu00099","1"
"370","Otu00110 ~~ Otu00099","0.588152488338452"
"371","Otu00068 ~~ Otu00099","0.74292305458378"
"372","Otu00285 ~~ Otu00099","0.713202197912689"
"373","Otu00014 ~~ Otu00059","0.563945793625454"
"374","Otu00559 ~~ Otu00059","0.727768822836031"
"375","Otu00012 ~~ Otu00059","0.545886868796646"
"376","Otu00011 ~~ Otu00059","0.540574335571888"
"377","Otu00346 ~~ Otu00059","0.60902269732959"
"378","Otu00059 ~~ Otu00059","1"
"379","Otu00512 ~~ Otu00059","0.720371016811124"
"380","Otu00053 ~~ Otu00059","0.55522995759596"
"381","Otu00067 ~~ Otu00059","0.553130434099147"
"382","Otu00032 ~~ Otu00059","0.532278502738227"
"383","Otu00003 ~~ Otu00040","0.5416755459362"
"384","Otu00011 ~~ Otu00040","0.503807006079154"
"385","Otu00081 ~~ Otu00040","0.505863221945934"
"386","Otu00040 ~~ Otu00040","1"
"387","Otu00037 ~~ Otu00040","0.569961588635117"
"388","Otu00085 ~~ Otu00040","0.518981159620663"
"389","Otu00034 ~~ Otu00040","0.544593145887844"
"390","Otu00264 ~~ Otu00040","0.649293898266059"
"391","Otu00046 ~~ Otu00160","0.895152497895495"
"392","Otu00083 ~~ Otu00160","0.81561514929021"
"393","Otu00073 ~~ Otu00160","0.785197594109499"
"394","Otu00101 ~~ Otu00160","0.683631830177404"
"395","Otu00154 ~~ Otu00160","0.814345626120445"
"396","Otu00056 ~~ Otu00160","0.721592552705658"
"397","Otu00160 ~~ Otu00160","1"
"398","Otu00038 ~~ Otu00160","0.769154442812025"
"399","Otu00003 ~~ Otu00010","0.61985522742889"
"400","Otu00049 ~~ Otu00010","0.538259698017443"
"401","Otu00014 ~~ Otu00010","0.508090712183191"
"402","Otu00011 ~~ Otu00010","0.654786602978736"
"403","Otu00081 ~~ Otu00010","0.646908215801357"
"404","Otu00010 ~~ Otu00010","1"
"405","Otu00004 ~~ Otu00010","0.536286135432255"
"406","Otu00058 ~~ Otu00010","0.534520556955091"
"407","Otu00085 ~~ Otu00010","0.541824212803786"
"408","Otu00031 ~~ Otu00010","0.565197337286491"
"409","Otu00034 ~~ Otu00010","0.554268686918473"
"410","Otu00061 ~~ Otu00010","0.520198394279647"
"411","Otu00032 ~~ Otu00010","0.501939544123163"
"412","Otu00120 ~~ Otu00010","0.533558094885159"
"413","Otu00264 ~~ Otu00010","0.542411176891322"
"414","Otu00014 ~~ Otu00512","0.589108301965459"
"415","Otu00559 ~~ Otu00512","0.914715058372663"
"416","Otu00346 ~~ Otu00512","0.672652880850151"
"417","Otu00020 ~~ Otu00512","0.643175773130714"
"418","Otu00059 ~~ Otu00512","0.720371016811124"
"419","Otu00512 ~~ Otu00512","1"
"420","Otu00491 ~~ Otu00512","0.501683858859719"
"421","Otu00058 ~~ Otu00512","0.502347678939098"
"422","Otu00067 ~~ Otu00512","0.532024062297442"
"423","Otu00034 ~~ Otu00512","0.504099190809635"
"424","Otu00032 ~~ Otu00512","0.59463200589734"
"425","Otu00003 ~~ Otu00008","0.664146616131571"
"426","Otu00049 ~~ Otu00008","0.533112528759627"
"427","Otu00014 ~~ Otu00008","0.621228720622216"
"428","Otu00012 ~~ Otu00008","0.57168151318011"
"429","Otu00011 ~~ Otu00008","0.662112136350146"
"430","Otu00008 ~~ Otu00008","1"
"431","Otu00004 ~~ Otu00008","0.590488508970418"
"432","Otu00053 ~~ Otu00008","0.614001315519724"
"433","Otu00079 ~~ Otu00008","0.55178944612547"
"434","Otu00041 ~~ Otu00008","0.505784966913024"
"435","Otu00058 ~~ Otu00008","0.57012378073688"
"436","Otu00067 ~~ Otu00008","0.563516196429455"
"437","Otu00032 ~~ Otu00008","0.607334601310766"
"438","Otu00003 ~~ Otu00004","0.805653038870634"
"439","Otu00049 ~~ Otu00004","0.737830830310739"
"440","Otu00014 ~~ Otu00004","0.561791840006589"
"441","Otu00011 ~~ Otu00004","0.676914394969762"
"442","Otu00039 ~~ Otu00004","0.598133720516093"
"443","Otu00010 ~~ Otu00004","0.536286135432255"
"444","Otu00008 ~~ Otu00004","0.590488508970418"
"445","Otu00004 ~~ Otu00004","1"
"446","Otu00079 ~~ Otu00004","0.505122084439477"
"447","Otu00041 ~~ Otu00004","0.507846034078185"
"448","Otu00031 ~~ Otu00004","0.543611838253149"
"449","Otu00131 ~~ Otu00004","0.577435429999571"
"450","Otu00107 ~~ Otu00107","1"
"451","Otu00092 ~~ Otu00107","0.936401703588821"
"452","Otu00126 ~~ Otu00107","0.882630889677861"
"453","Otu00003 ~~ Otu00053","0.502701702987638"
"454","Otu00049 ~~ Otu00053","0.566040579085325"
"455","Otu00012 ~~ Otu00053","0.548191188165788"
"456","Otu00011 ~~ Otu00053","0.590704755192076"
"457","Otu00039 ~~ Otu00053","0.575257686309148"
"458","Otu00059 ~~ Otu00053","0.55522995759596"
"459","Otu00008 ~~ Otu00053","0.614001315519724"
"460","Otu00053 ~~ Otu00053","1"
"461","Otu00031 ~~ Otu00053","0.556291536044401"
"462","Otu00045 ~~ Otu00053","0.507737523736868"
"463","Otu00018 ~~ Otu00078","0.787908773967812"
"464","Otu00028 ~~ Otu00078","0.515659306378981"
"465","Otu00024 ~~ Otu00078","0.740564368367138"
"466","Otu00162 ~~ Otu00078","0.581643650496781"
"467","Otu00078 ~~ Otu00078","1"
"468","Otu00029 ~~ Otu00078","0.799407713049797"
"469","Otu00054 ~~ Otu00078","0.532405721080986"
"470","Otu00006 ~~ Otu00110","0.657589102188659"
"471","Otu00009 ~~ Otu00110","0.670323757230822"
"472","Otu00194 ~~ Otu00110","0.564179270071419"
"473","Otu00099 ~~ Otu00110","0.588152488338452"
"474","Otu00110 ~~ Otu00110","1"
"475","Otu00285 ~~ Otu00110","0.683480988791334"
"476","Otu00027 ~~ Otu00091","0.641388447761594"
"477","Otu00044 ~~ Otu00091","0.720507470958937"
"478","Otu00091 ~~ Otu00091","1"
"479","Otu00300 ~~ Otu00491","0.673714377306586"
"480","Otu00512 ~~ Otu00491","0.501683858859719"
"481","Otu00491 ~~ Otu00491","1"
"482","Otu00027 ~~ Otu00069","0.614102487756478"
"483","Otu00189 ~~ Otu00069","0.740606635931681"
"484","Otu00090 ~~ Otu00069","0.732207122406834"
"485","Otu00069 ~~ Otu00069","1"
"486","Otu00058 ~~ Otu00069","0.501924281095811"
"487","Otu00003 ~~ Otu00079","0.516484944710878"
"488","Otu00049 ~~ Otu00079","0.517994504699153"
"489","Otu00028 ~~ Otu00079","0.548617959123979"
"490","Otu00014 ~~ Otu00079","0.69532798849426"
"491","Otu00011 ~~ Otu00079","0.584378506562423"
"492","Otu00039 ~~ Otu00079","0.507352205960734"
"493","Otu00184 ~~ Otu00079","0.525705386104843"
"494","Otu00008 ~~ Otu00079","0.55178944612547"
"495","Otu00004 ~~ Otu00079","0.505122084439477"
"496","Otu00079 ~~ Otu00079","1"
"497","Otu00178 ~~ Otu00079","0.500709622388008"
"498","Otu00041 ~~ Otu00079","0.717772110693761"
"499","Otu00067 ~~ Otu00079","0.659418852984698"
"500","Otu00096 ~~ Otu00079","0.604793776029204"
"501","Otu00040 ~~ Otu00037","0.569961588635117"
"502","Otu00037 ~~ Otu00037","1"
"503","Otu00043 ~~ Otu00037","0.676961308927324"
"504","Otu00131 ~~ Otu00037","0.516914083189566"
"505","Otu00264 ~~ Otu00037","0.721879375269125"
"506","Otu00018 ~~ Otu00029","0.959946171837252"
"507","Otu00028 ~~ Otu00029","0.716915914816716"
"508","Otu00005 ~~ Otu00029","0.64834990205123"
"509","Otu00056 ~~ Otu00029","0.555406039125777"
"510","Otu00024 ~~ Otu00029","0.906977144957231"
"511","Otu00162 ~~ Otu00029","0.725836888151601"
"512","Otu00078 ~~ Otu00029","0.799407713049797"
"513","Otu00029 ~~ Otu00029","1"
"514","Otu00054 ~~ Otu00029","0.688050116329588"
