"","Otu000153","Otu000226","Otu000645","Otu000460","Otu000620","Otu000115","Otu000359","Otu000169","Otu000334","Otu000186","Otu000121","Otu000211","Otu000124","Otu000013","Otu000284","Otu000095","Otu000060","Otu000108","Otu000375","Otu000079","Otu000046","Otu000038","Otu000084","Otu000331","Otu000042","Otu000454","Otu000117","Otu000165","Otu000183","Otu000012","Otu000394","Otu000391","Otu000035","Otu000201","Otu000378","Otu001162","Otu000071","Otu000800","Otu000103","Otu000288","Otu000099","Otu000349","Otu000100","Otu000175","Otu000185","Otu000252","Otu000385","Otu000039","Otu000150","Otu000179"
"128",1,22,29,36,43,57,78,99,106,113,120,134,155,182,190,197,204,211,225,232,239,259,274,288,303,309,331,344,351,358,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"129",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,245,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"130",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,237,239,253,274,288,303,309,330,344,351,364,386,393,410,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"131",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,239,254,274,288,302,309,330,344,351,360,386,393,407,414,421,449,463,484,491,519,540,568,582,589,599,617,631,675,680,687
"132",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,204,214,225,232,243,254,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,597,617,631,673,680,687
"133",1,22,29,36,43,57,78,99,106,113,120,134,157,180,190,197,204,211,225,232,239,253,276,288,303,309,330,345,351,360,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"134",1,22,29,36,43,57,78,99,106,113,120,134,156,178,190,197,205,211,225,232,239,253,274,288,302,309,330,344,351,362,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,677,680,687
"135",1,22,29,36,43,57,78,99,106,113,120,134,155,180,190,197,205,211,225,233,239,253,274,288,303,309,330,344,351,359,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"136",1,22,29,36,43,57,78,99,106,113,120,134,157,178,190,197,204,211,225,232,245,253,280,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"137",1,22,29,36,43,57,78,99,106,113,120,134,155,182,190,197,204,211,225,232,239,254,274,288,302,309,330,344,351,364,386,393,407,414,421,449,463,484,491,520,540,568,582,589,596,617,631,673,680,687
"138",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,205,211,225,233,243,253,274,288,302,309,330,344,352,359,386,393,407,414,421,449,465,484,491,519,540,568,582,589,596,617,631,674,680,687
"139",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,244,254,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,583,589,596,617,631,673,680,687
"140",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,205,211,225,232,239,253,274,288,302,309,330,344,351,360,386,393,408,414,421,449,464,484,491,519,540,568,582,589,596,617,631,675,680,687
"141",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,204,211,225,232,240,254,274,288,302,309,331,345,351,359,386,393,407,414,421,449,463,484,494,519,540,568,584,589,596,617,631,673,680,687
"142",1,22,29,36,43,57,78,99,106,113,120,135,156,178,190,197,204,211,225,232,240,253,274,288,302,309,330,344,351,359,386,393,407,414,422,449,463,484,491,519,540,568,582,590,596,617,631,675,680,687
"143",1,22,29,36,43,57,78,99,106,113,120,134,155,181,190,198,204,211,225,232,239,253,280,288,302,309,330,344,351,359,386,393,408,414,421,449,463,484,493,519,540,568,582,589,596,617,631,673,680,687
"144",1,22,29,36,43,57,78,99,106,113,121,134,155,180,191,197,205,211,225,232,241,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,464,484,491,519,540,568,582,589,596,617,631,673,680,687
"145",1,22,29,36,43,57,78,100,106,113,120,134,155,178,190,197,205,211,227,232,239,253,274,288,302,309,330,344,351,359,386,397,407,414,421,449,463,484,491,519,541,568,582,589,596,617,631,673,680,687
"146",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,358,386,393,407,414,422,449,464,484,491,519,540,568,582,589,596,617,631,673,680,687
"147",1,22,29,36,43,57,78,99,106,113,120,134,156,179,190,197,204,211,226,232,240,253,274,288,302,309,330,344,351,361,386,393,408,414,421,449,465,484,491,519,540,568,582,589,596,617,631,673,680,687
"148",1,22,29,36,43,57,78,99,106,114,120,134,155,176,190,198,204,212,225,232,239,255,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"149",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,233,241,253,274,288,302,309,330,344,351,360,386,393,407,414,421,449,465,484,491,519,540,568,582,589,596,617,631,673,680,687
"150",1,22,29,36,43,57,78,99,106,113,120,134,158,178,190,198,206,211,225,232,239,253,274,288,303,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"151",1,22,29,36,43,57,78,99,106,113,120,134,156,182,190,197,204,212,225,232,239,255,274,288,302,309,330,344,351,363,386,393,413,414,421,449,463,484,491,519,541,568,582,589,598,617,631,673,680,687
"152",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,204,211,225,232,240,259,274,288,303,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,688
"153",1,22,29,36,43,57,78,99,106,114,120,134,155,181,190,202,204,211,225,232,239,254,274,288,303,309,330,344,351,364,386,393,407,414,421,449,463,484,491,519,541,568,582,589,596,617,631,673,680,687
"154",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,205,211,225,233,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,464,484,491,519,541,568,582,589,597,618,631,673,680,688
"155",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,204,211,225,232,240,253,274,288,302,309,330,344,351,359,386,393,411,414,421,449,463,484,491,519,540,568,582,589,597,617,631,673,680,687
"156",1,22,29,36,43,57,78,100,106,113,120,134,155,181,190,197,204,211,225,232,239,253,274,288,302,309,330,344,353,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,597,617,631,673,680,688
"157",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,204,211,225,237,240,253,274,288,302,309,330,344,351,360,386,393,411,414,421,449,463,484,491,519,540,568,583,589,596,617,631,673,680,687
"158",1,22,29,36,43,57,78,99,106,113,121,134,156,177,190,197,208,213,227,232,239,253,274,288,302,309,330,344,352,364,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"159",1,22,29,36,43,57,78,100,106,113,120,134,155,177,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,360,386,393,408,414,421,449,469,484,491,519,541,568,582,589,596,617,631,673,680,687
"160",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,239,254,274,288,303,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,598,617,631,674,680,687
"161",1,22,29,36,43,57,78,99,106,113,120,134,155,182,190,197,204,211,225,232,239,253,274,288,303,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,583,589,596,617,631,678,680,687
"162",1,22,29,36,43,57,78,99,106,113,120,134,156,178,190,197,204,211,225,233,239,253,274,288,302,309,330,344,351,359,386,393,408,414,421,449,465,484,491,519,540,568,582,589,596,617,631,673,680,687
"163",1,22,29,36,43,57,78,99,106,113,120,134,155,176,191,197,206,211,228,232,239,253,274,288,302,309,330,344,351,364,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,681,687
"164",1,22,29,36,43,57,78,99,106,113,120,134,155,179,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,408,414,421,449,464,484,491,519,540,568,582,589,597,617,631,674,680,687
"165",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,361,386,393,407,414,422,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"166",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,239,253,275,288,303,309,330,344,351,358,386,393,411,414,421,449,463,484,492,519,540,568,582,589,596,617,631,673,680,687
"167",1,22,29,36,43,57,78,99,106,113,120,134,156,179,190,197,205,211,225,232,239,253,274,288,302,309,331,344,351,361,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,675,680,687
"168",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,408,414,421,449,463,484,491,519,540,568,582,589,596,617,632,673,680,687
"169",1,22,29,36,43,57,78,99,106,113,120,134,156,176,190,197,204,211,225,232,241,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,466,484,491,519,540,568,582,589,596,617,632,675,680,687
"170",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,233,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,676,680,687
"171",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,409,414,421,449,463,484,491,519,540,568,582,589,597,617,631,674,680,687
"172",1,22,29,36,43,57,78,99,106,113,120,134,155,181,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"173",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,245,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,675,680,687
"174",1,22,29,36,43,57,78,99,106,113,120,134,156,178,190,197,209,211,225,233,240,253,274,288,303,309,330,344,353,360,386,393,410,414,421,449,463,484,491,519,540,569,582,590,596,617,631,673,680,687
"175",1,22,29,36,43,57,78,99,106,113,121,134,155,178,190,197,204,213,225,232,239,254,274,288,302,309,331,344,351,360,386,393,413,414,421,449,463,484,491,519,541,568,582,589,596,617,631,673,680,687
"176",1,22,29,36,43,57,78,99,106,113,120,134,155,181,190,197,204,211,225,232,239,255,274,288,302,309,330,344,351,364,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,675,680,687
"177",1,22,29,36,43,57,78,99,106,113,120,134,155,179,190,197,205,212,225,232,243,259,274,288,302,309,330,344,351,358,386,393,407,414,421,449,464,484,491,519,540,568,582,589,596,617,631,676,680,687
"178",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,239,253,274,288,302,309,331,344,352,360,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,675,682,687
"179",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,205,211,225,232,242,253,274,288,303,309,330,344,351,361,386,393,407,414,421,449,463,484,491,519,540,574,582,590,596,617,631,673,680,687
"180",1,22,29,36,43,57,78,99,106,113,120,134,156,176,190,197,205,211,225,234,239,253,274,288,302,309,330,344,351,360,386,393,409,414,421,449,463,486,491,519,540,568,582,589,596,617,631,674,680,687
"181",1,22,29,36,43,57,78,99,106,113,120,134,156,179,190,197,206,211,225,238,239,253,274,288,302,309,330,344,351,361,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"182",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,207,211,225,232,239,253,274,288,302,309,330,344,353,362,386,393,409,414,421,449,463,484,491,519,540,568,582,589,598,617,632,676,680,687
"183",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,583,589,597,617,632,674,680,687
"184",1,22,29,36,43,57,78,100,106,113,120,134,156,179,190,197,204,211,225,232,239,253,274,288,303,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,675,680,687
"185",1,22,29,36,43,57,78,99,106,113,120,134,155,180,190,197,204,211,225,232,239,253,277,288,302,309,330,344,351,359,386,393,408,414,421,449,463,484,491,519,540,568,583,589,596,617,631,674,680,687
"186",1,22,29,36,43,58,78,99,106,113,121,134,155,179,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"187",1,22,29,36,43,57,78,99,106,113,120,134,156,176,190,202,204,213,225,232,239,259,274,288,303,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"188",1,22,29,36,43,57,78,100,106,113,120,134,155,179,190,197,205,211,225,232,239,253,274,288,302,309,330,344,351,360,386,393,408,414,422,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"189",1,22,29,36,43,57,78,99,106,113,120,134,155,179,190,197,204,211,226,232,243,253,274,288,303,309,330,344,352,361,386,393,407,414,421,449,464,484,491,519,540,568,582,589,596,617,631,674,680,687
"190",1,22,29,36,43,57,78,99,106,113,121,136,155,180,190,198,205,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,410,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"191",1,22,29,36,43,57,78,100,106,113,120,134,155,178,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,497,519,540,568,582,589,596,617,631,673,680,687
"192",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,242,253,274,288,302,309,330,344,351,360,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"193",1,22,29,36,43,57,78,99,106,113,120,134,156,178,190,197,205,211,225,235,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,632,673,680,687
"194",1,22,29,36,43,57,78,99,106,113,120,134,155,182,190,197,204,211,225,232,239,253,274,288,303,309,330,344,351,359,386,393,408,414,421,449,463,484,491,519,540,568,582,589,596,617,631,679,681,687
"195",2,22,29,36,43,63,78,99,106,113,120,135,156,179,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,408,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"196",1,22,29,36,43,59,78,99,106,113,120,134,156,177,190,197,204,211,225,232,240,253,274,288,302,309,330,344,351,362,386,393,408,414,421,449,463,484,491,519,540,568,582,589,596,618,631,673,680,687
"197",1,22,29,36,43,57,78,99,106,113,120,134,156,177,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,363,386,393,413,414,423,449,463,484,491,519,540,568,582,590,596,617,631,673,680,687
"198",1,22,29,36,43,57,78,100,106,113,120,134,155,177,190,197,204,211,225,232,239,253,274,288,304,309,330,344,351,358,386,393,407,414,421,449,464,484,491,519,540,568,582,595,596,617,631,673,680,687
"199",1,22,29,36,43,57,78,99,106,113,121,134,155,176,190,197,205,211,225,232,241,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,679,680,688
"200",1,22,29,36,43,60,78,99,106,113,120,134,155,177,190,197,206,211,226,232,239,253,274,288,302,309,330,344,351,364,386,393,410,414,421,449,463,484,491,519,540,568,582,589,597,617,631,679,680,687
"201",1,22,29,36,43,57,78,99,106,113,120,134,156,179,190,197,204,211,225,232,239,253,274,288,303,309,330,344,351,359,386,393,411,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"202",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,205,211,225,233,243,253,274,288,302,309,330,344,352,359,386,393,408,414,421,449,463,484,491,519,540,568,582,590,596,617,631,673,680,687
"203",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,360,386,393,410,414,421,449,463,484,491,519,540,568,582,589,597,617,631,673,680,687
"204",3,22,29,36,44,61,78,99,106,113,120,134,155,178,190,197,206,211,225,232,239,253,274,288,302,309,330,344,351,360,386,393,408,414,421,451,463,484,491,519,540,568,582,589,596,617,631,674,681,687
"205",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,234,240,253,274,288,303,309,330,344,351,359,386,393,409,414,421,449,465,484,491,519,540,568,582,589,596,617,631,673,680,687
"206",1,22,29,36,43,57,80,99,106,113,120,134,155,176,190,197,204,211,225,232,239,253,274,288,302,309,330,344,352,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"207",1,22,29,36,43,57,78,99,106,113,120,134,155,180,190,197,204,211,225,232,242,253,274,288,302,309,330,344,351,360,386,393,408,414,421,449,464,484,491,519,540,568,582,589,596,617,631,674,680,687
"208",5,23,29,37,43,57,78,99,106,113,121,134,155,176,190,198,204,211,225,232,239,253,274,288,302,309,330,344,351,360,386,393,413,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"209",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,205,211,226,232,239,253,274,288,302,309,330,344,351,364,386,393,411,414,421,449,463,484,491,519,540,568,582,589,596,617,631,675,680,687
"210",4,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,239,253,274,288,303,309,330,344,351,360,386,393,410,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"211",1,22,29,36,43,57,78,99,106,113,120,134,156,179,190,197,205,211,225,232,242,253,274,288,303,309,330,344,351,359,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"212",1,22,29,36,43,57,78,99,106,113,120,134,155,180,190,197,204,211,225,232,239,253,276,288,302,309,330,345,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"213",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,205,211,225,232,242,253,274,288,302,309,330,344,352,359,386,393,410,414,421,449,464,484,491,519,540,568,582,589,596,617,631,674,680,687
"214",1,22,29,36,43,57,78,99,106,113,120,134,157,180,190,197,204,211,225,232,239,253,279,288,303,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"215",1,22,29,36,43,57,78,99,106,113,120,134,155,182,190,197,204,211,225,232,240,253,274,288,302,309,330,344,351,360,386,393,411,414,421,449,463,484,491,519,540,568,582,589,596,617,631,675,680,687
"216",1,22,29,36,43,57,78,99,106,113,120,134,156,181,190,197,205,211,225,235,245,253,279,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,677,680,687
"217",1,22,29,36,43,57,78,99,106,113,120,136,155,177,190,197,204,211,225,232,241,253,274,288,302,309,330,344,351,360,386,393,410,414,421,449,463,484,491,519,540,568,582,592,596,617,631,673,681,687
"218",1,22,29,36,43,57,78,105,106,113,121,134,155,176,190,197,204,211,225,232,241,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"219",1,22,29,36,43,61,78,99,106,113,120,134,155,177,190,197,205,211,225,232,239,253,274,288,302,309,330,344,351,361,386,393,411,414,422,451,464,484,495,519,540,568,582,590,596,617,631,673,680,687
"220",7,22,29,36,43,57,78,100,106,113,120,134,156,177,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,397,407,414,421,449,463,484,491,519,540,568,582,589,596,617,632,674,680,687
"221",1,22,29,36,43,63,78,99,106,113,120,134,156,178,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,361,386,393,408,414,421,449,463,484,491,519,540,568,583,589,596,617,631,674,684,687
"222",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,205,211,225,232,239,253,274,288,302,309,330,344,351,364,386,393,407,414,423,449,464,484,491,519,540,568,582,589,596,617,631,673,681,687
"223",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,234,240,253,274,288,302,309,330,344,351,359,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"224",1,22,29,36,43,57,78,99,106,114,120,134,155,179,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,413,414,421,449,463,484,491,519,540,568,583,589,598,618,631,673,680,687
"225",1,22,29,36,43,57,78,99,106,113,120,134,155,180,190,197,205,211,225,232,240,253,274,288,302,309,330,344,351,364,386,393,408,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"226",1,22,29,36,43,57,78,99,106,113,120,134,155,179,190,197,204,211,225,232,239,254,274,288,302,309,330,344,351,361,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,688
"227",1,22,29,36,43,57,78,99,106,113,120,134,155,176,191,197,204,212,225,232,242,254,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,688
"228",1,22,29,36,43,58,78,99,106,113,120,134,156,177,190,197,204,211,225,232,239,253,274,288,303,309,330,344,351,360,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,675,680,687
"229",1,22,29,36,43,57,78,99,106,113,120,134,155,176,191,197,204,211,225,232,239,257,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,583,589,598,617,631,673,680,687
"230",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,239,253,274,288,302,309,330,344,353,363,386,393,407,414,421,449,464,484,491,519,540,568,583,589,599,617,631,673,681,687
"231",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,233,239,253,274,288,302,309,331,344,351,360,386,393,408,414,421,449,465,484,491,519,540,568,582,589,596,617,631,673,680,687
"232",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,198,205,211,225,232,239,254,274,288,302,309,330,344,351,364,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,689
"233",1,22,29,36,43,60,78,99,106,113,120,134,155,177,190,197,204,211,225,232,239,253,274,288,302,309,331,344,351,361,386,393,410,414,422,449,463,484,491,519,540,568,582,589,596,617,631,675,680,687
"234",1,22,29,36,43,62,78,99,106,113,120,135,155,180,190,197,204,211,225,232,242,253,274,288,302,309,330,344,354,359,386,399,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"235",1,22,29,36,43,57,78,99,106,113,120,134,155,179,190,197,204,211,225,232,242,253,274,288,303,309,330,344,351,359,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"236",1,22,29,36,43,58,78,99,106,113,120,134,155,177,190,197,205,211,225,235,239,253,274,288,302,309,330,344,351,359,386,393,408,414,421,449,464,484,497,519,540,568,582,589,596,617,631,673,681,687
"237",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,206,211,226,232,245,253,274,288,302,309,330,344,351,360,386,393,413,414,421,449,463,484,491,519,540,568,582,590,596,617,631,679,681,687
"238",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,205,211,225,232,239,253,274,288,302,309,330,344,353,358,386,393,412,414,421,449,463,484,491,519,540,568,582,589,596,617,631,675,682,687
"239",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,207,211,225,235,239,253,274,288,302,309,330,344,351,364,386,393,408,414,422,449,463,484,492,519,540,568,582,589,596,617,631,673,680,687
"240",1,22,29,36,43,62,78,99,106,113,120,134,155,176,190,197,204,211,225,232,241,253,275,288,302,309,330,344,351,358,386,393,408,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"241",1,22,29,36,43,57,78,99,106,113,120,134,155,182,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,413,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"242",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,235,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"243",1,22,29,36,43,57,78,99,106,113,120,134,156,178,190,197,204,211,225,232,239,254,275,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,632,673,680,687
"244",1,22,29,36,43,57,78,99,106,113,120,134,155,181,190,197,204,211,225,233,239,253,274,288,303,309,330,344,351,358,386,393,407,414,421,449,464,484,491,519,540,568,582,589,596,617,632,673,680,687
"245",1,22,29,36,43,58,78,99,106,113,121,134,155,178,190,197,206,211,225,232,239,254,274,288,302,309,330,344,351,360,386,393,410,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"246",1,22,29,36,43,57,78,99,106,113,120,134,155,179,190,197,204,211,225,233,240,253,275,288,302,309,330,344,351,359,386,393,408,414,421,449,464,484,491,519,540,568,582,589,596,617,631,673,680,687
"247",1,22,29,36,43,57,78,99,106,113,120,134,156,177,190,197,204,211,225,236,239,253,274,288,302,309,330,344,351,360,386,393,411,414,421,449,464,484,491,519,540,568,582,589,596,617,631,673,680,687
"248",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,198,205,211,226,232,241,253,274,288,302,309,330,344,351,359,386,393,410,414,421,449,464,484,491,519,540,572,582,590,596,617,631,673,682,687
"249",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,204,211,225,232,239,256,274,288,302,309,333,344,351,364,386,393,407,414,421,449,463,484,491,519,541,568,582,589,596,617,631,673,680,687
"250",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,198,204,211,225,232,239,255,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,541,568,582,589,596,617,631,673,680,687
"251",1,22,29,36,43,57,78,99,106,113,120,134,155,182,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,408,414,421,449,463,484,491,519,540,568,582,589,596,617,631,676,680,687
"252",1,22,29,36,43,57,78,99,106,113,121,134,155,176,190,197,204,211,225,233,239,253,274,288,302,309,330,344,351,360,386,393,410,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"253",1,22,29,36,43,58,78,99,106,113,120,134,155,179,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,361,386,393,409,414,421,449,463,484,491,519,540,568,583,589,596,617,631,673,680,687
"254",7,23,30,38,45,57,78,99,106,113,120,134,155,176,190,198,204,211,225,232,239,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,583,589,596,617,631,673,680,687
"255",1,22,29,36,43,59,78,99,106,113,120,134,155,176,190,197,204,211,225,232,241,253,274,288,302,309,330,344,352,360,386,393,411,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"256",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,199,204,212,225,232,239,257,280,288,302,309,330,346,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"257",1,22,29,36,43,57,78,99,106,113,120,134,155,181,190,197,204,211,225,232,239,253,274,288,303,309,330,344,351,360,386,393,407,414,421,449,463,484,491,519,541,568,582,589,596,617,631,674,680,687
"258",1,22,29,36,43,57,78,99,106,113,120,134,156,182,190,197,204,211,225,232,239,253,274,288,303,309,330,344,351,363,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"259",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,198,204,211,225,233,245,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,590,596,617,631,673,680,688
