"","label_dat"
"102",1.21288147622726
"103",-1.09065311040587
"104",-1.09065311040587
"105",0.0611141829106958
"106",1.21288147622726
"107",1.21288147622726
"108",1.21288147622726
"109",-1.09065311040587
"110",-1.09065311040587
"111",1.21288147622726
"112",0.0611141829106958
"113",-1.09065311040587
"114",-1.09065311040587
"115",1.21288147622726
"116",-1.09065311040587
"117",-1.09065311040587
"118",-1.09065311040587
"119",1.21288147622726
"120",-1.09065311040587
"121",-1.09065311040587
"122",-1.09065311040587
"123",-1.09065311040587
"124",-1.09065311040587
"125",-1.09065311040587
"126",0.0611141829106958
"127",1.21288147622726
"128",-1.09065311040587
"129",-1.09065311040587
"130",1.21288147622726
"131",-1.09065311040587
"132",0.0611141829106958
"133",0.0611141829106958
"134",0.0611141829106958
"135",1.21288147622726
"136",0.0611141829106958
"137",1.21288147622726
"138",-1.09065311040587
"139",-1.09065311040587
"140",-1.09065311040587
"141",0.0611141829106958
"142",-1.09065311040587
"143",1.21288147622726
"144",1.21288147622726
"145",1.21288147622726
"146",-1.09065311040587
"147",1.21288147622726
"148",-1.09065311040587
"149",1.21288147622726
"150",0.0611141829106958
"151",1.21288147622726
"152",0.0611141829106958
"153",0.0611141829106958
"154",1.21288147622726
"155",0.0611141829106958
"156",-1.09065311040587
"157",0.0611141829106958
"158",1.21288147622726
"159",0.0611141829106958
"160",-1.09065311040587
"161",-1.09065311040587
"162",1.21288147622726
"163",-1.09065311040587
"164",0.0611141829106958
"165",0.0611141829106958
"166",0.0611141829106958
"167",0.0611141829106958
"168",-1.09065311040587
"169",-1.09065311040587
"170",0.0611141829106958
"171",0.0611141829106958
"172",1.21288147622726
"173",0.0611141829106958
"174",-1.09065311040587
"175",-1.09065311040587
"176",-1.09065311040587
"177",-1.09065311040587
"178",-1.09065311040587
"179",-1.09065311040587
"180",0.0611141829106958
"181",0.0611141829106958
"182",-1.09065311040587
"183",0.0611141829106958
"184",0.0611141829106958
"185",0.0611141829106958
"186",1.21288147622726
"187",-1.09065311040587
"188",-1.09065311040587
"189",-1.09065311040587
"190",0.0611141829106958
"191",-1.09065311040587
"192",0.0611141829106958
"193",0.0611141829106958
"194",-1.09065311040587
"195",0.0611141829106958
"196",-1.09065311040587
"197",-1.09065311040587
"198",0.0611141829106958
"199",0.0611141829106958
"200",0.0611141829106958
"201",0.0611141829106958
"202",-1.09065311040587
"203",0.0611141829106958
"204",0.0611141829106958
"205",0.0611141829106958
"206",0.0611141829106958
"207",0.0611141829106958
"208",-1.09065311040587
"209",0.0611141829106958
"210",-1.09065311040587
"211",-1.09065311040587
"212",-1.09065311040587
"213",-1.09065311040587
"214",0.0611141829106958
"215",0.0611141829106958
"216",0.0611141829106958
"217",0.0611141829106958
"218",-1.09065311040587
"219",-1.09065311040587
"220",-1.09065311040587
"221",-1.09065311040587
"222",-1.09065311040587
"223",-1.09065311040587
"224",1.21288147622726
"225",0.0611141829106958
"226",0.0611141829106958
"227",0.0611141829106958
"228",0.0611141829106958
"229",0.0611141829106958
"230",0.0611141829106958
"231",0.0611141829106958
"232",-1.09065311040587
"233",-1.09065311040587
"234",-1.09065311040587
"235",-1.09065311040587
"236",-1.09065311040587
"237",1.21288147622726
"238",0.0611141829106958
"239",1.21288147622726
"240",0.0611141829106958
"241",1.21288147622726
"242",1.21288147622726
"243",-1.09065311040587
"244",1.21288147622726
"245",1.21288147622726
"246",0.0611141829106958
"247",0.0611141829106958
"248",0.0611141829106958
"249",-1.09065311040587
"250",-1.09065311040587
"251",-1.09065311040587
"252",0.0611141829106958
"253",1.21288147622726
"254",1.21288147622726
"255",0.0611141829106958
"256",-1.09065311040587
"257",-1.09065311040587
"258",0.0611141829106958
"259",0.0611141829106958
"260",0.0611141829106958
"261",-1.09065311040587
"262",0.0611141829106958
"263",1.21288147622726
"264",-1.09065311040587
"265",0.0611141829106958
"266",-1.09065311040587
"267",-1.09065311040587
"268",0.0611141829106958
"269",0.0611141829106958
"270",-1.09065311040587
"271",-1.09065311040587
"272",-1.09065311040587
"273",-1.09065311040587
"274",-1.09065311040587
"275",0.0611141829106958
"276",0.0611141829106958
"277",-1.09065311040587
"278",1.21288147622726
"279",0.0611141829106958
"280",0.0611141829106958
"281",-1.09065311040587
"282",-1.09065311040587
"283",1.21288147622726
"284",-1.09065311040587
"285",-1.09065311040587
"286",-1.09065311040587
"287",-1.09065311040587
"288",0.0611141829106958
"289",-1.09065311040587
"290",-1.09065311040587
"291",-1.09065311040587
"292",0.0611141829106958
"293",-1.09065311040587
"294",0.0611141829106958
"295",-1.09065311040587
"296",1.21288147622726
"297",0.0611141829106958
"298",1.21288147622726
"299",1.21288147622726
"300",1.21288147622726
"301",0.0611141829106958
"302",1.21288147622726
"303",-1.09065311040587
"304",1.21288147622726
"305",1.21288147622726
"306",-1.09065311040587
"307",-1.09065311040587
"308",-1.09065311040587
"309",-1.09065311040587
"310",-1.09065311040587
"311",-1.09065311040587
"312",-1.09065311040587
"313",-1.09065311040587
"314",-1.09065311040587
"315",0.0611141829106958
"316",0.0611141829106958
"317",-1.09065311040587
"318",-1.09065311040587
"319",-1.09065311040587
"320",-1.09065311040587
"321",1.21288147622726
"322",-1.09065311040587
"323",-1.09065311040587
"324",-1.09065311040587
"325",-1.09065311040587
"326",0.0611141829106958
"327",0.0611141829106958
"328",1.21288147622726
"329",0.0611141829106958
"330",1.21288147622726
"331",-1.09065311040587
"332",1.21288147622726
"333",1.21288147622726
"334",1.21288147622726
"335",-1.09065311040587
"336",0.0611141829106958
"337",1.21288147622726
"338",1.21288147622726
"339",1.21288147622726
"340",1.21288147622726
"341",1.21288147622726
"342",1.21288147622726
"343",1.21288147622726
"344",0.0611141829106958
"345",1.21288147622726
"346",1.21288147622726
"347",1.21288147622726
"348",0.0611141829106958
"349",1.21288147622726
"350",1.21288147622726
"351",1.21288147622726
"352",1.21288147622726
"353",0.0611141829106958
"354",1.21288147622726
"355",1.21288147622726
"356",-1.09065311040587
"357",-1.09065311040587
"358",1.21288147622726
"359",1.21288147622726
"360",-1.09065311040587
"361",0.0611141829106958
"362",1.21288147622726
"363",1.21288147622726
"364",-1.09065311040587
"365",-1.09065311040587
"366",-1.09065311040587
"367",-1.09065311040587
"368",0.0611141829106958
"369",1.21288147622726
"370",-1.09065311040587
"371",-1.09065311040587
"372",-1.09065311040587
"373",-1.09065311040587
"374",-1.09065311040587
"375",-1.09065311040587
"376",0.0611141829106958
"377",1.21288147622726
"378",-1.09065311040587
"379",-1.09065311040587
"380",-1.09065311040587
"381",-1.09065311040587
"382",1.21288147622726
"383",-1.09065311040587
"384",1.21288147622726
"385",0.0611141829106958
"386",0.0611141829106958
"387",1.21288147622726
"388",1.21288147622726
"389",0.0611141829106958
"390",-1.09065311040587
"391",1.21288147622726
"392",1.21288147622726
"393",-1.09065311040587
"394",-1.09065311040587
"395",-1.09065311040587
"396",-1.09065311040587
"397",1.21288147622726
"398",1.21288147622726
"399",1.21288147622726
"400",1.21288147622726
"401",-1.09065311040587
"402",1.21288147622726
"403",1.21288147622726
"404",0.0611141829106958
"405",0.0611141829106958
"406",1.21288147622726
"407",-1.09065311040587
"408",-1.09065311040587
"409",-1.09065311040587
"410",0.0611141829106958
"411",-1.09065311040587
"412",0.0611141829106958
"413",1.21288147622726
"414",1.21288147622726
"415",0.0611141829106958
"416",0.0611141829106958
"417",1.21288147622726
"418",0.0611141829106958
"419",0.0611141829106958
"420",-1.09065311040587
"421",0.0611141829106958
"422",1.21288147622726
"423",1.21288147622726
"424",1.21288147622726
"425",0.0611141829106958
"426",1.21288147622726
"427",1.21288147622726
"428",-1.09065311040587
"429",1.21288147622726
"430",1.21288147622726
"431",-1.09065311040587
"432",1.21288147622726
"433",-1.09065311040587
"434",1.21288147622726
"435",-1.09065311040587
"436",-1.09065311040587
"437",1.21288147622726
"438",0.0611141829106958
"439",0.0611141829106958
"440",0.0611141829106958
"441",0.0611141829106958
"442",-1.09065311040587
"443",-1.09065311040587
"444",-1.09065311040587
"445",1.21288147622726
"446",1.21288147622726
"447",1.21288147622726
"448",0.0611141829106958
"449",-1.09065311040587
"450",1.21288147622726
"451",-1.09065311040587
"452",-1.09065311040587
"453",1.21288147622726
"454",1.21288147622726
"455",1.21288147622726
"456",0.0611141829106958
"457",1.21288147622726
"458",0.0611141829106958
"459",-1.09065311040587
"460",1.21288147622726
"461",-1.09065311040587
"462",-1.09065311040587
"463",0.0611141829106958
"464",-1.09065311040587
"465",-1.09065311040587
"466",1.21288147622726
"467",1.21288147622726
"468",1.21288147622726
"469",1.21288147622726
"470",1.21288147622726
"471",0.0611141829106958
"472",1.21288147622726
"473",1.21288147622726
"474",-1.09065311040587
"475",1.21288147622726
"476",1.21288147622726
"477",0.0611141829106958
"478",1.21288147622726
"479",1.21288147622726
"480",1.21288147622726
"481",1.21288147622726
"482",-1.09065311040587
"483",-1.09065311040587
"484",1.21288147622726
"485",1.21288147622726
"486",1.21288147622726
"487",-1.09065311040587
"488",1.21288147622726
"489",-1.09065311040587
"490",1.21288147622726
